timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1742164847440,141,GET  Request/character/id,404,Not Found,Thread Group 100 1-93,text,false,,273,128,37,37,http://localhost:8080/character/7,141,0,0
1742164846046,1539,GET Request/characters ,200,OK,Thread Group 100 1-95,text,true,,3061,127,37,37,http://localhost:8080/characters,1539,0,0
1742164847494,93,DELETE Request delete,404,Not Found,Thread Group 100 1-86,text,false,,273,182,37,37,http://localhost:8080/character/3,93,0,0
1742164847492,96,DELETE Request delete,404,Not Found,Thread Group 100 1-87,text,false,,273,182,36,36,http://localhost:8080/character/1,96,0,0
1742164847496,95,DELETE Request delete,404,Not Found,Thread Group 100 1-88,text,false,,273,182,35,35,http://localhost:8080/character/8,95,0,0
1742164847497,99,DELETE Request delete,404,Not Found,Thread Group 100 1-90,text,false,,273,183,34,34,http://localhost:8080/character/10,99,0,0
1742164847504,104,DELETE Request delete,404,Not Found,Thread Group 100 1-82,text,false,,273,182,33,33,http://localhost:8080/character/8,104,0,0
1742164847511,97,DELETE Request delete,404,Not Found,Thread Group 100 1-81,text,false,,273,182,33,33,http://localhost:8080/character/2,97,0,0
1742164847499,110,DELETE Request delete,404,Not Found,Thread Group 100 1-84,text,false,,273,182,31,31,http://localhost:8080/character/2,110,0,0
1742164847525,92,DELETE Request delete,404,Not Found,Thread Group 100 1-80,text,false,,273,182,30,30,http://localhost:8080/character/1,92,0,0
1742164847518,101,DELETE Request delete,404,Not Found,Thread Group 100 1-78,text,false,,273,182,29,29,http://localhost:8080/character/1,101,0,0
1742164847516,103,DELETE Request delete,404,Not Found,Thread Group 100 1-79,text,false,,273,182,29,29,http://localhost:8080/character/2,103,0,0
1742164847514,106,DELETE Request delete,404,Not Found,Thread Group 100 1-83,text,false,,273,182,27,27,http://localhost:8080/character/7,106,0,0
1742164847523,98,DELETE Request delete,404,Not Found,Thread Group 100 1-76,text,false,,273,182,26,26,http://localhost:8080/character/9,98,0,0
1742164847527,100,DELETE Request delete,404,Not Found,Thread Group 100 1-77,text,false,,273,182,25,25,http://localhost:8080/character/9,100,0,0
1742164847531,97,DELETE Request delete,404,Not Found,Thread Group 100 1-74,text,false,,273,182,24,24,http://localhost:8080/character/9,97,0,0
1742164847530,99,DELETE Request delete,404,Not Found,Thread Group 100 1-75,text,false,,273,182,23,23,http://localhost:8080/character/8,99,0,0
1742164847532,114,DELETE Request delete,404,Not Found,Thread Group 100 1-85,text,false,,273,182,22,22,http://localhost:8080/character/6,114,0,0
1742164847533,122,DELETE Request delete,404,Not Found,Thread Group 100 1-73,text,false,,273,182,21,21,http://localhost:8080/character/5,122,0,0
1742164847539,116,DELETE Request delete,404,Not Found,Thread Group 100 1-71,text,false,,273,182,21,21,http://localhost:8080/character/1,116,0,0
1742164847538,118,DELETE Request delete,404,Not Found,Thread Group 100 1-70,text,false,,273,182,21,21,http://localhost:8080/character/5,118,0,0
1742164847542,114,DELETE Request delete,404,Not Found,Thread Group 100 1-69,text,false,,273,182,19,19,http://localhost:8080/character/7,114,0,0
1742164847540,117,DELETE Request delete,404,Not Found,Thread Group 100 1-72,text,false,,273,182,18,18,http://localhost:8080/character/6,117,0,0
1742164847544,114,DELETE Request delete,404,Not Found,Thread Group 100 1-68,text,false,,273,182,16,16,http://localhost:8080/character/6,114,0,0
1742164847545,114,DELETE Request delete,404,Not Found,Thread Group 100 1-67,text,false,,273,182,15,15,http://localhost:8080/character/6,114,0,0
1742164847576,88,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-92,text,false,,273,220,14,14,http://localhost:8080/character/1,88,0,0
1742164847580,84,POST Request//character new,201,Created,Thread Group 100 1-94,text,true,,273,222,14,14,http://localhost:8080/character,84,0,0
1742164847569,96,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-89,text,false,,273,220,14,14,http://localhost:8080/character/3,96,0,0
1742164847549,117,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-66,text,false,,273,220,14,14,http://localhost:8080/character/5,117,0,0
1742164847556,110,DELETE Request delete,404,Not Found,Thread Group 100 1-62,text,false,,273,182,14,14,http://localhost:8080/character/8,110,0,0
1742164847572,94,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-91,text,false,,273,220,14,14,http://localhost:8080/character/3,94,0,0
1742164847548,122,DELETE Request delete,404,Not Found,Thread Group 100 1-64,text,false,,273,182,13,13,http://localhost:8080/character/5,122,0,0
1742164847585,96,GET  Request/character/id,404,Not Found,Thread Group 100 1-95,text,false,,273,128,12,12,http://localhost:8080/character/6,96,0,0
1742164847582,104,POST Request//character new,201,Created,Thread Group 100 1-93,text,true,,273,222,12,12,http://localhost:8080/character,104,0,0
1742164847665,34,DELETE Request delete,404,Not Found,Thread Group 100 1-89,text,false,,273,182,12,12,http://localhost:8080/character/2,31,0,0
1742164847665,34,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-94,text,false,,273,220,12,12,http://localhost:8080/character/9,34,0,0
1742164847664,38,DELETE Request delete,404,Not Found,Thread Group 100 1-92,text,false,,273,182,11,11,http://localhost:8080/character/5,38,0,0
1742164847670,32,DELETE Request delete,404,Not Found,Thread Group 100 1-66,text,false,,273,182,11,11,http://localhost:8080/character/7,32,0,0
1742164847667,36,DELETE Request delete,404,Not Found,Thread Group 100 1-91,text,false,,273,182,10,10,http://localhost:8080/character/5,36,0,0
1742164846058,1641,GET Request/characters ,200,OK,Thread Group 100 1-97,text,true,,3129,127,12,12,http://localhost:8080/characters,1641,0,0
1742164846076,1627,GET Request/characters ,200,OK,Thread Group 100 1-99,text,true,,3129,127,10,10,http://localhost:8080/characters,1627,0,1
1742164846050,1635,GET Request/characters ,200,OK,Thread Group 100 1-96,text,true,,3129,127,12,12,http://localhost:8080/characters,1635,0,0
1742164846064,1638,GET Request/characters ,200,OK,Thread Group 100 1-98,text,true,,3129,127,11,11,http://localhost:8080/characters,1638,0,0
1742164846088,1642,GET Request/characters ,200,OK,Thread Group 100 1-100,text,true,,3129,127,8,8,http://localhost:8080/characters,1642,0,1
1742164847699,36,DELETE Request delete,404,Not Found,Thread Group 100 1-94,text,false,,273,183,8,8,http://localhost:8080/character/10,36,0,0
1742164847682,55,POST Request//character new,201,Created,Thread Group 100 1-95,text,true,,273,222,7,7,http://localhost:8080/character,55,0,0
1742164847686,53,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-93,text,false,,273,220,7,7,http://localhost:8080/character/2,53,0,0
1742164847720,21,GET  Request/character/id,404,Not Found,Thread Group 100 1-98,text,false,,273,128,7,7,http://localhost:8080/character/4,21,0,0
1742164847720,22,GET  Request/character/id,404,Not Found,Thread Group 100 1-97,text,false,,273,128,7,7,http://localhost:8080/character/1,22,0,0
1742164847720,27,GET  Request/character/id,404,Not Found,Thread Group 100 1-99,text,false,,273,128,7,7,http://localhost:8080/character/4,27,0,0
1742164847720,28,GET  Request/character/id,404,Not Found,Thread Group 100 1-96,text,false,,273,128,7,7,http://localhost:8080/character/7,28,0,0
1742164847738,15,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-95,text,false,,273,220,7,7,http://localhost:8080/character/1,15,0,0
1742164847730,25,GET  Request/character/id,404,Not Found,Thread Group 100 1-100,text,false,,273,129,7,7,http://localhost:8080/character/10,25,0,0
1742164847850,7,POST Request//character new,201,Created,Thread Group 100 1-96,text,true,,273,222,7,7,http://localhost:8080/character,7,0,0
1742164847850,10,DELETE Request delete,404,Not Found,Thread Group 100 1-93,text,false,,273,183,7,7,http://localhost:8080/character/10,10,0,0
1742164847850,13,POST Request//character new,201,Created,Thread Group 100 1-100,text,true,,273,222,6,6,http://localhost:8080/character,13,0,0
1742164847850,16,POST Request//character new,201,Created,Thread Group 100 1-98,text,true,,273,222,6,6,http://localhost:8080/character,16,0,0
1742164847850,24,POST Request//character new,201,Created,Thread Group 100 1-97,text,true,,273,222,6,6,http://localhost:8080/character,24,0,0
1742164847850,29,POST Request//character new,201,Created,Thread Group 100 1-99,text,true,,273,222,6,6,http://localhost:8080/character,29,0,0
1742164847850,33,DELETE Request delete,404,Not Found,Thread Group 100 1-95,text,false,,273,182,6,6,http://localhost:8080/character/8,33,0,0
1742164847858,29,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-96,text,false,,273,220,5,5,http://localhost:8080/character/2,29,0,0
1742164847863,26,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-100,text,false,,273,220,5,5,http://localhost:8080/character/3,26,0,0
1742164847866,27,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-98,text,false,,273,220,5,5,http://localhost:8080/character/6,27,0,0
1742164847875,19,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-97,text,false,,273,220,5,5,http://localhost:8080/character/2,19,0,0
1742164847879,20,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-99,text,false,,273,220,5,5,http://localhost:8080/character/5,20,0,0
1742164847887,18,DELETE Request delete,404,Not Found,Thread Group 100 1-96,text,false,,273,182,5,5,http://localhost:8080/character/7,17,0,0
1742164847889,19,DELETE Request delete,404,Not Found,Thread Group 100 1-100,text,false,,273,183,4,4,http://localhost:8080/character/10,19,0,0
1742164847894,16,DELETE Request delete,404,Not Found,Thread Group 100 1-98,text,false,,273,182,3,3,http://localhost:8080/character/4,16,0,0
1742164847895,19,DELETE Request delete,404,Not Found,Thread Group 100 1-97,text,false,,273,182,2,2,http://localhost:8080/character/9,19,0,0
1742164847899,23,DELETE Request delete,404,Not Found,Thread Group 100 1-99,text,false,,273,182,1,1,http://localhost:8080/character/7,23,0,0
