timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1742164845114,129,GET Request/characters ,200,OK,Thread Group 100 1-2,text,true,,340,127,16,16,http://localhost:8080/characters,129,0,2
1742164845108,142,GET Request/characters ,200,OK,Thread Group 100 1-1,text,true,,340,127,16,16,http://localhost:8080/characters,142,0,2
1742164845244,34,GET  Request/character/id,200,OK,Thread Group 100 1-2,text,true,,268,128,19,19,http://localhost:8080/character/3,34,0,0
1742164845119,168,GET Request/characters ,200,OK,Thread Group 100 1-3,text,true,,340,127,20,20,http://localhost:8080/characters,168,0,1
1742164845279,420,POST Request//character new,201,Created,Thread Group 100 1-2,text,true,,272,222,61,61,http://localhost:8080/character,420,0,0
1742164845288,425,GET  Request/character/id,200,OK,Thread Group 100 1-3,text,true,,273,128,62,62,http://localhost:8080/character/2,425,0,0
1742164845251,471,GET  Request/character/id,404,Not Found,Thread Group 100 1-1,text,false,,273,128,63,63,http://localhost:8080/character/7,471,0,0
1742164845700,23,PUT Request/character/id edit,200,OK,Thread Group 100 1-2,text,true,,268,220,63,63,http://localhost:8080/character/3,23,0,0
1742164845723,7,POST Request//character new,201,Created,Thread Group 100 1-1,text,true,,272,222,64,64,http://localhost:8080/character,7,0,0
1742164845713,19,POST Request//character new,201,Created,Thread Group 100 1-3,text,true,,272,222,64,64,http://localhost:8080/character,19,0,0
1742164845731,11,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-1,text,false,,273,220,65,65,http://localhost:8080/character/7,11,0,0
1742164845733,23,PUT Request/character/id edit,200,OK,Thread Group 100 1-3,text,true,,267,220,67,67,http://localhost:8080/character/5,23,0,0
1742164845724,37,DELETE Request delete,404,Not Found,Thread Group 100 1-2,text,false,,273,182,67,67,http://localhost:8080/character/9,37,0,0
1742164845742,43,DELETE Request delete,200,OK,Thread Group 100 1-1,text,true,,293,182,68,68,http://localhost:8080/character/3,43,0,0
1742164845756,79,DELETE Request delete,200,OK,Thread Group 100 1-3,text,true,,293,182,72,72,http://localhost:8080/character/4,79,0,0
1742164845274,698,GET Request/characters ,200,OK,Thread Group 100 1-19,text,true,,372,127,84,84,http://localhost:8080/characters,698,0,1
1742164845264,703,GET Request/characters ,200,OK,Thread Group 100 1-18,text,true,,372,127,84,84,http://localhost:8080/characters,703,0,1
1742164845255,710,GET Request/characters ,200,OK,Thread Group 100 1-17,text,true,,372,127,83,83,http://localhost:8080/characters,710,0,1
1742164845244,717,GET Request/characters ,200,OK,Thread Group 100 1-16,text,true,,372,127,83,83,http://localhost:8080/characters,717,0,1
1742164845239,609,GET Request/characters ,200,OK,Thread Group 100 1-15,text,true,,372,127,72,72,http://localhost:8080/characters,609,0,0
1742164845225,620,GET Request/characters ,200,OK,Thread Group 100 1-14,text,true,,372,127,72,72,http://localhost:8080/characters,620,0,1
1742164845214,628,GET Request/characters ,200,OK,Thread Group 100 1-13,text,true,,372,127,72,72,http://localhost:8080/characters,628,0,1
1742164845205,630,GET Request/characters ,200,OK,Thread Group 100 1-12,text,true,,405,127,72,72,http://localhost:8080/characters,630,0,1
1742164845205,554,GET Request/characters ,200,OK,Thread Group 100 1-11,text,true,,439,127,67,67,http://localhost:8080/characters,554,0,1
1742164845188,546,GET Request/characters ,200,OK,Thread Group 100 1-10,text,true,,439,127,64,64,http://localhost:8080/characters,546,0,2
1742164845176,553,GET Request/characters ,200,OK,Thread Group 100 1-9,text,true,,373,127,64,64,http://localhost:8080/characters,553,0,4
1742164845173,556,GET Request/characters ,200,OK,Thread Group 100 1-8,text,true,,373,127,64,64,http://localhost:8080/characters,556,0,1
1742164845152,576,GET Request/characters ,200,OK,Thread Group 100 1-6,text,true,,373,127,64,64,http://localhost:8080/characters,576,0,2
1742164845159,568,GET Request/characters ,200,OK,Thread Group 100 1-7,text,true,,373,127,64,64,http://localhost:8080/characters,568,0,2
1742164845139,586,GET Request/characters ,200,OK,Thread Group 100 1-5,text,true,,373,127,63,63,http://localhost:8080/characters,586,0,1
1742164845125,588,GET Request/characters ,200,OK,Thread Group 100 1-4,text,true,,373,127,62,62,http://localhost:8080/characters,588,0,1
1742164845973,6,GET  Request/character/id,200,OK,Thread Group 100 1-19,text,true,,273,128,85,85,http://localhost:8080/character/2,6,0,0
1742164845973,22,GET  Request/character/id,404,Not Found,Thread Group 100 1-16,text,false,,273,128,88,88,http://localhost:8080/character/4,22,0,0
1742164845973,22,GET  Request/character/id,200,OK,Thread Group 100 1-17,text,true,,267,128,88,88,http://localhost:8080/character/6,22,0,0
1742164845973,23,GET  Request/character/id,404,Not Found,Thread Group 100 1-14,text,false,,273,128,88,88,http://localhost:8080/character/8,23,0,0
1742164845973,23,GET  Request/character/id,404,Not Found,Thread Group 100 1-15,text,false,,273,128,88,88,http://localhost:8080/character/3,23,0,0
1742164845973,27,GET  Request/character/id,200,OK,Thread Group 100 1-18,text,true,,273,128,88,88,http://localhost:8080/character/2,27,0,0
1742164845973,29,GET  Request/character/id,404,Not Found,Thread Group 100 1-12,text,false,,273,128,88,88,http://localhost:8080/character/9,29,0,0
1742164845974,50,GET  Request/character/id,404,Not Found,Thread Group 100 1-13,text,false,,273,128,90,90,http://localhost:8080/character/9,50,0,0
1742164845974,52,GET  Request/character/id,404,Not Found,Thread Group 100 1-9,text,false,,273,128,90,90,http://localhost:8080/character/7,52,0,0
1742164845975,54,GET  Request/character/id,404,Not Found,Thread Group 100 1-4,text,false,,273,128,91,91,http://localhost:8080/character/9,54,0,0
1742164845974,56,GET  Request/character/id,200,OK,Thread Group 100 1-11,text,true,,267,128,91,91,http://localhost:8080/character/5,56,0,0
1742164845974,57,GET  Request/character/id,404,Not Found,Thread Group 100 1-8,text,false,,273,128,91,91,http://localhost:8080/character/8,57,0,0
1742164845974,68,GET  Request/character/id,404,Not Found,Thread Group 100 1-10,text,false,,273,128,91,91,http://localhost:8080/character/8,68,0,0
1742164845975,69,GET  Request/character/id,404,Not Found,Thread Group 100 1-6,text,false,,273,128,91,91,http://localhost:8080/character/9,69,0,0
1742164845975,71,GET  Request/character/id,200,OK,Thread Group 100 1-5,text,true,,267,128,92,92,http://localhost:8080/character/6,71,0,0
1742164845975,89,GET  Request/character/id,404,Not Found,Thread Group 100 1-7,text,false,,273,128,95,95,http://localhost:8080/character/3,89,0,0
1742164845979,103,POST Request//character new,201,Created,Thread Group 100 1-19,text,true,,272,222,96,96,http://localhost:8080/character,102,0,0
1742164845995,87,POST Request//character new,201,Created,Thread Group 100 1-17,text,true,,272,222,96,96,http://localhost:8080/character,86,0,0
1742164845995,87,POST Request//character new,201,Created,Thread Group 100 1-16,text,true,,272,222,96,96,http://localhost:8080/character,86,0,0
1742164845996,86,POST Request//character new,201,Created,Thread Group 100 1-14,text,true,,272,222,96,96,http://localhost:8080/character,85,0,0
1742164845288,794,GET Request/characters ,200,OK,Thread Group 100 1-20,text,true,,372,127,96,96,http://localhost:8080/characters,794,0,1
1742164845996,86,POST Request//character new,201,Created,Thread Group 100 1-15,text,true,,272,222,96,96,http://localhost:8080/character,86,0,0
1742164845297,786,GET Request/characters ,200,OK,Thread Group 100 1-21,text,true,,538,127,96,96,http://localhost:8080/characters,786,0,1
1742164845303,781,GET Request/characters ,200,OK,Thread Group 100 1-22,text,true,,538,127,96,96,http://localhost:8080/characters,781,0,1
1742164845316,772,GET Request/characters ,200,OK,Thread Group 100 1-23,text,true,,538,127,97,97,http://localhost:8080/characters,772,0,0
1742164845324,764,GET Request/characters ,200,OK,Thread Group 100 1-24,text,true,,538,127,97,97,http://localhost:8080/characters,764,0,1
1742164845335,753,GET Request/characters ,200,OK,Thread Group 100 1-25,text,true,,538,127,97,97,http://localhost:8080/characters,753,0,1
1742164845359,734,GET Request/characters ,200,OK,Thread Group 100 1-27,text,true,,538,127,97,97,http://localhost:8080/characters,734,0,1
1742164845344,749,GET Request/characters ,200,OK,Thread Group 100 1-26,text,true,,538,127,97,97,http://localhost:8080/characters,749,0,1
1742164845370,724,GET Request/characters ,200,OK,Thread Group 100 1-28,text,true,,538,127,97,97,http://localhost:8080/characters,724,0,1
1742164845376,720,GET Request/characters ,200,OK,Thread Group 100 1-29,text,true,,538,127,97,97,http://localhost:8080/characters,720,0,1
1742164845421,679,GET Request/characters ,200,OK,Thread Group 100 1-33,text,true,,538,127,97,97,http://localhost:8080/characters,679,0,2
1742164845389,711,GET Request/characters ,200,OK,Thread Group 100 1-30,text,true,,538,127,97,97,http://localhost:8080/characters,711,0,0
1742164845404,696,GET Request/characters ,200,OK,Thread Group 100 1-31,text,true,,538,127,97,97,http://localhost:8080/characters,696,0,0
1742164845405,695,GET Request/characters ,200,OK,Thread Group 100 1-32,text,true,,538,127,97,97,http://localhost:8080/characters,695,0,2
1742164845460,643,GET Request/characters ,200,OK,Thread Group 100 1-37,text,true,,538,127,97,97,http://localhost:8080/characters,643,0,0
1742164845425,679,GET Request/characters ,200,OK,Thread Group 100 1-34,text,true,,538,127,97,97,http://localhost:8080/characters,679,0,1
1742164845440,667,GET Request/characters ,200,OK,Thread Group 100 1-35,text,true,,538,127,97,97,http://localhost:8080/characters,667,0,4
1742164845448,660,GET Request/characters ,200,OK,Thread Group 100 1-36,text,true,,538,127,97,97,http://localhost:8080/characters,660,0,0
1742164845506,603,GET Request/characters ,200,OK,Thread Group 100 1-42,text,true,,538,127,97,97,http://localhost:8080/characters,603,0,1
1742164845474,638,GET Request/characters ,200,OK,Thread Group 100 1-38,text,true,,538,127,97,97,http://localhost:8080/characters,638,0,1
1742164845476,638,GET Request/characters ,200,OK,Thread Group 100 1-39,text,true,,538,127,97,97,http://localhost:8080/characters,638,0,1
1742164845488,636,GET Request/characters ,200,OK,Thread Group 100 1-40,text,true,,538,127,97,97,http://localhost:8080/characters,636,0,2
1742164845498,627,GET Request/characters ,200,OK,Thread Group 100 1-41,text,true,,538,127,97,97,http://localhost:8080/characters,627,0,1
1742164845610,517,GET Request/characters ,200,OK,Thread Group 100 1-52,text,true,,538,127,97,97,http://localhost:8080/characters,517,0,1
1742164845517,617,GET Request/characters ,200,OK,Thread Group 100 1-43,text,true,,538,127,97,97,http://localhost:8080/characters,617,0,1
1742164845526,610,GET Request/characters ,200,OK,Thread Group 100 1-44,text,true,,538,127,97,97,http://localhost:8080/characters,610,0,1
1742164845681,456,GET Request/characters ,200,OK,Thread Group 100 1-58,text,true,,538,127,97,97,http://localhost:8080/characters,456,0,1
1742164845681,462,GET Request/characters ,200,OK,Thread Group 100 1-56,text,true,,538,127,97,97,http://localhost:8080/characters,462,0,1
1742164845698,447,GET Request/characters ,200,OK,Thread Group 100 1-61,text,true,,538,127,97,97,http://localhost:8080/characters,447,0,1
1742164845687,459,GET Request/characters ,200,OK,Thread Group 100 1-60,text,true,,538,127,97,97,http://localhost:8080/characters,459,0,0
1742164845674,474,GET Request/characters ,200,OK,Thread Group 100 1-53,text,true,,538,127,97,97,http://localhost:8080/characters,474,0,4
1742164845679,472,GET Request/characters ,200,OK,Thread Group 100 1-54,text,true,,538,127,97,97,http://localhost:8080/characters,472,0,2
1742164845577,574,GET Request/characters ,200,OK,Thread Group 100 1-49,text,true,,538,127,97,97,http://localhost:8080/characters,574,0,0
1742164845543,610,GET Request/characters ,200,OK,Thread Group 100 1-45,text,true,,538,127,97,97,http://localhost:8080/characters,610,0,1
1742164845680,475,GET Request/characters ,200,OK,Thread Group 100 1-59,text,true,,538,127,97,97,http://localhost:8080/characters,475,0,1
1742164845598,558,GET Request/characters ,200,OK,Thread Group 100 1-51,text,true,,538,127,97,97,http://localhost:8080/characters,558,0,1
1742164845546,613,GET Request/characters ,200,OK,Thread Group 100 1-46,text,true,,538,127,97,97,http://localhost:8080/characters,613,0,1
1742164845557,603,GET Request/characters ,200,OK,Thread Group 100 1-47,text,true,,538,127,97,97,http://localhost:8080/characters,603,0,1
1742164845571,592,GET Request/characters ,200,OK,Thread Group 100 1-48,text,true,,538,127,97,97,http://localhost:8080/characters,592,0,1
1742164845680,483,GET Request/characters ,200,OK,Thread Group 100 1-57,text,true,,538,127,97,97,http://localhost:8080/characters,483,0,2
1742164845589,584,GET Request/characters ,200,OK,Thread Group 100 1-50,text,true,,538,127,97,97,http://localhost:8080/characters,584,0,1
1742164846174,5,GET  Request/character/id,200,OK,Thread Group 100 1-50,text,true,,267,128,97,97,http://localhost:8080/character/5,5,0,0
1742164845721,458,GET Request/characters ,200,OK,Thread Group 100 1-63,text,true,,538,127,97,97,http://localhost:8080/characters,458,0,1
1742164845680,499,GET Request/characters ,200,OK,Thread Group 100 1-55,text,true,,538,127,97,97,http://localhost:8080/characters,499,0,1
1742164846165,19,GET  Request/character/id,200,OK,Thread Group 100 1-46,text,true,,267,128,97,97,http://localhost:8080/character/6,19,0,0
1742164846165,21,GET  Request/character/id,200,OK,Thread Group 100 1-48,text,true,,273,128,97,97,http://localhost:8080/character/2,21,0,0
1742164846165,22,GET  Request/character/id,404,Not Found,Thread Group 100 1-51,text,false,,273,129,97,97,http://localhost:8080/character/10,22,0,0
1742164846165,24,GET  Request/character/id,404,Not Found,Thread Group 100 1-57,text,false,,273,128,97,97,http://localhost:8080/character/3,24,0,0
1742164846166,25,GET  Request/character/id,200,OK,Thread Group 100 1-47,text,true,,267,128,97,97,http://localhost:8080/character/5,25,0,0
1742164846179,18,POST Request//character new,201,Created,Thread Group 100 1-50,text,true,,273,222,97,97,http://localhost:8080/character,18,0,0
1742164846184,15,POST Request//character new,201,Created,Thread Group 100 1-46,text,true,,273,222,97,97,http://localhost:8080/character,15,0,0
1742164846186,15,POST Request//character new,201,Created,Thread Group 100 1-48,text,true,,273,222,97,97,http://localhost:8080/character,15,0,0
1742164846188,15,POST Request//character new,201,Created,Thread Group 100 1-51,text,true,,273,222,97,97,http://localhost:8080/character,15,0,0
1742164846189,16,POST Request//character new,201,Created,Thread Group 100 1-57,text,true,,273,222,97,97,http://localhost:8080/character,16,0,0
1742164846191,16,POST Request//character new,201,Created,Thread Group 100 1-47,text,true,,273,222,97,97,http://localhost:8080/character,16,0,0
1742164846165,43,GET  Request/character/id,200,OK,Thread Group 100 1-59,text,true,,267,128,97,97,http://localhost:8080/character/7,43,0,0
1742164846166,44,GET  Request/character/id,200,OK,Thread Group 100 1-45,text,true,,267,128,97,97,http://localhost:8080/character/9,43,0,0
1742164846166,45,GET  Request/character/id,404,Not Found,Thread Group 100 1-49,text,false,,273,128,97,97,http://localhost:8080/character/3,45,0,0
1742164846166,47,GET  Request/character/id,200,OK,Thread Group 100 1-54,text,true,,267,128,97,97,http://localhost:8080/character/9,47,0,0
1742164846166,50,GET  Request/character/id,404,Not Found,Thread Group 100 1-53,text,false,,273,128,97,97,http://localhost:8080/character/3,50,0,0
1742164846166,54,GET  Request/character/id,200,OK,Thread Group 100 1-60,text,true,,267,128,97,97,http://localhost:8080/character/9,54,0,0
1742164846166,59,GET  Request/character/id,200,OK,Thread Group 100 1-61,text,true,,273,128,97,97,http://localhost:8080/character/2,59,0,0
1742164846166,59,GET  Request/character/id,200,OK,Thread Group 100 1-56,text,true,,267,128,97,97,http://localhost:8080/character/7,59,0,0
1742164846167,60,GET  Request/character/id,404,Not Found,Thread Group 100 1-44,text,false,,273,128,97,97,http://localhost:8080/character/4,60,0,0
1742164846167,62,GET  Request/character/id,200,OK,Thread Group 100 1-58,text,true,,267,128,97,97,http://localhost:8080/character/7,62,0,0
1742164846167,64,GET  Request/character/id,200,OK,Thread Group 100 1-43,text,true,,267,128,97,97,http://localhost:8080/character/8,64,0,0
1742164846167,66,GET  Request/character/id,200,OK,Thread Group 100 1-52,text,true,,264,128,97,97,http://localhost:8080/character/1,66,0,0
1742164846167,67,GET  Request/character/id,200,OK,Thread Group 100 1-39,text,true,,267,128,97,97,http://localhost:8080/character/5,66,0,0
1742164846167,68,GET  Request/character/id,404,Not Found,Thread Group 100 1-41,text,false,,273,128,97,97,http://localhost:8080/character/3,68,0,0
1742164846167,70,GET  Request/character/id,404,Not Found,Thread Group 100 1-40,text,false,,273,128,97,97,http://localhost:8080/character/4,70,0,0
1742164846167,72,GET  Request/character/id,200,OK,Thread Group 100 1-38,text,true,,267,128,97,97,http://localhost:8080/character/7,71,0,0
1742164846168,72,GET  Request/character/id,200,OK,Thread Group 100 1-35,text,true,,267,128,97,97,http://localhost:8080/character/9,72,0,0
1742164846167,75,GET  Request/character/id,200,OK,Thread Group 100 1-42,text,true,,268,129,97,97,http://localhost:8080/character/10,75,0,0
1742164846168,76,GET  Request/character/id,200,OK,Thread Group 100 1-36,text,true,,273,128,97,97,http://localhost:8080/character/2,76,0,0
1742164846168,78,GET  Request/character/id,200,OK,Thread Group 100 1-34,text,true,,267,128,97,97,http://localhost:8080/character/9,78,0,0
1742164846168,80,GET  Request/character/id,200,OK,Thread Group 100 1-31,text,true,,267,128,97,97,http://localhost:8080/character/9,80,0,0
1742164846168,82,GET  Request/character/id,404,Not Found,Thread Group 100 1-37,text,false,,273,128,97,97,http://localhost:8080/character/4,82,0,0
1742164846168,86,GET  Request/character/id,200,OK,Thread Group 100 1-30,text,true,,267,128,97,97,http://localhost:8080/character/5,86,0,0
1742164846168,86,GET  Request/character/id,200,OK,Thread Group 100 1-33,text,true,,267,128,97,97,http://localhost:8080/character/5,86,0,0
1742164846168,86,GET  Request/character/id,200,OK,Thread Group 100 1-32,text,true,,268,129,97,97,http://localhost:8080/character/10,86,0,0
1742164846169,87,PUT Request/character/id edit,200,OK,Thread Group 100 1-14,text,true,,267,220,97,97,http://localhost:8080/character/6,87,0,0
1742164846169,88,GET  Request/character/id,200,OK,Thread Group 100 1-26,text,true,,268,129,97,97,http://localhost:8080/character/10,88,0,0
1742164846168,91,GET  Request/character/id,200,OK,Thread Group 100 1-29,text,true,,267,128,97,97,http://localhost:8080/character/5,91,0,0
1742164846169,93,GET  Request/character/id,200,OK,Thread Group 100 1-25,text,true,,264,128,97,97,http://localhost:8080/character/1,93,0,0
1742164846169,93,GET  Request/character/id,200,OK,Thread Group 100 1-28,text,true,,273,128,97,97,http://localhost:8080/character/2,93,0,0
1742164846169,93,GET  Request/character/id,404,Not Found,Thread Group 100 1-27,text,false,,273,128,97,97,http://localhost:8080/character/4,93,0,0
1742164846169,96,GET  Request/character/id,200,OK,Thread Group 100 1-23,text,true,,267,128,97,97,http://localhost:8080/character/7,96,0,0
1742164846169,97,GET  Request/character/id,200,OK,Thread Group 100 1-24,text,true,,267,128,97,97,http://localhost:8080/character/8,97,0,0
1742164846169,101,GET  Request/character/id,200,OK,Thread Group 100 1-22,text,true,,267,128,97,97,http://localhost:8080/character/8,101,0,0
1742164846169,103,GET  Request/character/id,200,OK,Thread Group 100 1-21,text,true,,273,128,97,97,http://localhost:8080/character/2,103,0,0
1742164846169,104,GET  Request/character/id,200,OK,Thread Group 100 1-20,text,true,,267,128,97,97,http://localhost:8080/character/9,104,0,0
1742164846170,105,PUT Request/character/id edit,200,OK,Thread Group 100 1-19,text,true,,273,220,97,97,http://localhost:8080/character/2,105,0,0
1742164846169,107,PUT Request/character/id edit,200,OK,Thread Group 100 1-15,text,true,,267,220,97,97,http://localhost:8080/character/5,106,0,0
1742164846171,107,POST Request//character new,201,Created,Thread Group 100 1-4,text,true,,273,222,97,97,http://localhost:8080/character,107,0,0
1742164846170,110,PUT Request/character/id edit,200,OK,Thread Group 100 1-17,text,true,,267,220,97,97,http://localhost:8080/character/6,110,0,0
1742164846170,139,POST Request//character new,201,Created,Thread Group 100 1-5,text,true,,273,222,97,97,http://localhost:8080/character,139,0,0
1742164846170,141,PUT Request/character/id edit,200,OK,Thread Group 100 1-16,text,true,,268,221,97,97,http://localhost:8080/character/10,141,0,0
1742164846171,143,POST Request//character new,201,Created,Thread Group 100 1-6,text,true,,273,222,97,97,http://localhost:8080/character,143,0,0
1742164846171,143,POST Request//character new,201,Created,Thread Group 100 1-7,text,true,,273,222,97,97,http://localhost:8080/character,143,0,0
1742164846171,147,POST Request//character new,201,Created,Thread Group 100 1-9,text,true,,273,222,97,97,http://localhost:8080/character,147,0,0
1742164846171,147,POST Request//character new,201,Created,Thread Group 100 1-10,text,true,,273,222,97,97,http://localhost:8080/character,147,0,0
1742164846171,151,POST Request//character new,201,Created,Thread Group 100 1-8,text,true,,273,222,97,97,http://localhost:8080/character,151,0,0
1742164846171,152,POST Request//character new,201,Created,Thread Group 100 1-11,text,true,,273,222,97,97,http://localhost:8080/character,151,0,0
1742164846172,152,POST Request//character new,201,Created,Thread Group 100 1-13,text,true,,273,222,97,97,http://localhost:8080/character,152,0,0
1742164846172,154,POST Request//character new,201,Created,Thread Group 100 1-12,text,true,,273,222,97,97,http://localhost:8080/character,154,0,0
1742164846172,155,POST Request//character new,201,Created,Thread Group 100 1-18,text,true,,273,222,97,97,http://localhost:8080/character,155,0,0
1742164846180,148,GET  Request/character/id,200,OK,Thread Group 100 1-55,text,true,,268,129,97,97,http://localhost:8080/character/10,148,0,0
1742164846179,151,GET  Request/character/id,404,Not Found,Thread Group 100 1-63,text,false,,273,128,97,97,http://localhost:8080/character/3,151,0,0
1742164846197,135,PUT Request/character/id edit,200,OK,Thread Group 100 1-50,text,true,,267,220,97,97,http://localhost:8080/character/5,135,0,0
1742164846199,135,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-46,text,false,,273,220,97,97,http://localhost:8080/character/3,135,0,0
1742164846201,135,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-48,text,false,,273,220,97,97,http://localhost:8080/character/3,134,0,0
1742164846203,133,PUT Request/character/id edit,200,OK,Thread Group 100 1-51,text,true,,267,220,97,97,http://localhost:8080/character/6,133,0,0
1742164846205,136,PUT Request/character/id edit,404,Not Found,Thread Group 100 1-57,text,false,,273,220,97,97,http://localhost:8080/character/4,136,0,0
1742164846207,135,PUT Request/character/id edit,200,OK,Thread Group 100 1-47,text,true,,264,220,97,97,http://localhost:8080/character/1,135,0,0
1742164846208,136,POST Request//character new,201,Created,Thread Group 100 1-59,text,true,,273,222,97,97,http://localhost:8080/character,136,0,0
1742164846210,137,POST Request//character new,201,Created,Thread Group 100 1-45,text,true,,273,222,97,97,http://localhost:8080/character,137,0,0
1742164846211,138,POST Request//character new,201,Created,Thread Group 100 1-49,text,true,,273,222,97,97,http://localhost:8080/character,138,0,0
1742164846214,136,POST Request//character new,201,Created,Thread Group 100 1-54,text,true,,273,222,97,97,http://localhost:8080/character,136,0,0
1742164846216,136,POST Request//character new,201,Created,Thread Group 100 1-53,text,true,,273,222,97,97,http://localhost:8080/character,136,0,0
1742164846220,135,POST Request//character new,201,Created,Thread Group 100 1-60,text,true,,273,222,97,97,http://localhost:8080/character,135,0,0
1742164846225,131,POST Request//character new,201,Created,Thread Group 100 1-61,text,true,,273,222,97,97,http://localhost:8080/character,131,0,0
1742164846225,133,POST Request//character new,201,Created,Thread Group 100 1-56,text,true,,273,222,97,97,http://localhost:8080/character,133,0,0
1742164846228,144,POST Request//character new,201,Created,Thread Group 100 1-44,text,true,,273,222,97,97,http://localhost:8080/character,144,0,0
1742164846230,161,POST Request//character new,201,Created,Thread Group 100 1-58,text,true,,273,222,97,97,http://localhost:8080/character,161,0,0
1742164846231,166,POST Request//character new,201,Created,Thread Group 100 1-43,text,true,,273,222,97,97,http://localhost:8080/character,166,0,0
1742164846234,170,POST Request//character new,201,Created,Thread Group 100 1-52,text,true,,273,222,97,97,http://localhost:8080/character,170,0,0
1742164846234,178,POST Request//character new,201,Created,Thread Group 100 1-39,text,true,,273,222,97,97,http://localhost:8080/character,178,0,0
1742164846235,178,POST Request//character new,201,Created,Thread Group 100 1-41,text,true,,273,222,97,97,http://localhost:8080/character,178,0,0
1742164846237,179,POST Request//character new,201,Created,Thread Group 100 1-40,text,true,,273,222,97,97,http://localhost:8080/character,179,0,0
1742164846239,193,POST Request//character new,201,Created,Thread Group 100 1-38,text,true,,273,222,97,97,http://localhost:8080/character,193,0,0
1742164846240,194,POST Request//character new,201,Created,Thread Group 100 1-35,text,true,,273,222,97,97,http://localhost:8080/character,194,0,0
1742164845714,479,GET Request/characters ,200,OK,Thread Group 100 1-62,text,true,,538,127,97,97,http://localhost:8080/characters,479,0,0
1742164845727,605,GET Request/characters ,200,OK,Thread Group 100 1-64,text,true,,1116,127,97,97,http://localhost:8080/characters,605,0,1
1742164846242,261,POST Request//character new,201,Created,Thread Group 100 1-42,text,true,,273,222,97,97,http://localhost:8080/character,261,0,0
1742164846246,266,POST Request//character new,201,Created,Thread Group 100 1-34,text,true,,273,222,97,97,http://localhost:8080/character,266,0,0
1742164846244,270,POST Request//character new,201,Created,Thread Group 100 1-36,text,true,,273,222,97,97,http://localhost:8080/character,270,0,0
1742164846248,295,POST Request//character new,201,Created,Thread Group 100 1-31,text,true,,273,222,97,97,http://localhost:8080/character,295,0,0
1742164846250,310,POST Request//character new,201,Created,Thread Group 100 1-37,text,true,,273,222,97,97,http://localhost:8080/character,310,0,0
1742164846254,308,POST Request//character new,201,Created,Thread Group 100 1-32,text,true,,273,222,97,97,http://localhost:8080/character,308,0,0
1742164846254,310,POST Request//character new,201,Created,Thread Group 100 1-33,text,true,,273,222,97,97,http://localhost:8080/character,310,0,0
1742164846254,312,POST Request//character new,201,Created,Thread Group 100 1-30,text,true,,273,222,97,97,http://localhost:8080/character,312,0,0
1742164846256,321,DELETE Request delete,200,OK,Thread Group 100 1-14,text,true,,293,182,97,97,http://localhost:8080/character/2,321,0,0
1742164846257,380,POST Request//character new,201,Created,Thread Group 100 1-26,text,true,,273,222,96,96,http://localhost:8080/character,380,0,0
1742164846259,385,POST Request//character new,201,Created,Thread Group 100 1-29,text,true,,273,222,96,96,http://localhost:8080/character,385,0,0
1742164846262,387,POST Request//character new,201,Created,Thread Group 100 1-28,text,true,,273,222,96,96,http://localhost:8080/character,387,0,0
1742164846262,395,POST Request//character new,201,Created,Thread Group 100 1-25,text,true,,273,222,96,96,http://localhost:8080/character,395,0,0
1742164846262,398,POST Request//character new,201,Created,Thread Group 100 1-27,text,true,,273,222,96,96,http://localhost:8080/character,398,0,0
1742164846265,400,POST Request//character new,201,Created,Thread Group 100 1-23,text,true,,273,222,96,96,http://localhost:8080/character,400,0,0
1742164846267,406,POST Request//character new,201,Created,Thread Group 100 1-24,text,true,,273,222,96,96,http://localhost:8080/character,406,0,0
1742164846270,409,POST Request//character new,201,Created,Thread Group 100 1-22,text,true,,273,222,96,96,http://localhost:8080/character,409,0,0
1742164846272,408,POST Request//character new,201,Created,Thread Group 100 1-21,text,true,,273,222,96,96,http://localhost:8080/character,408,0,0
1742164846273,409,POST Request//character new,201,Created,Thread Group 100 1-20,text,true,,273,222,96,96,http://localhost:8080/character,409,0,0
1742164846275,411,DELETE Request delete,200,OK,Thread Group 100 1-19,text,true,,293,182,96,96,http://localhost:8080/character/7,411,0,0
1742164846276,414,DELETE Request delete,200,OK,Thread Group 100 1-15,text,true,,293,182,95,95,http://localhost:8080/character/6,414,0,0
1742164846279,417,PUT Request/character/id edit,200,OK,Thread Group 100 1-4,text,true,,267,220,94,94,http://localhost:8080/character/5,417,0,0
1742164846311,404,DELETE Request delete,404,Not Found,Thread Group 100 1-16,text,false,,273,182,94,94,http://localhost:8080/character/3,404,0,0
1742164846309,406,PUT Request/character/id edit,200,OK,Thread Group 100 1-5,text,true,,268,221,94,94,http://localhost:8080/character/10,406,0,0
1742164846314,401,PUT Request/character/id edit,200,OK,Thread Group 100 1-6,text,true,,267,220,94,94,http://localhost:8080/character/8,401,0,0
1742164846314,401,PUT Request/character/id edit,200,OK,Thread Group 100 1-7,text,true,,267,220,94,94,http://localhost:8080/character/5,401,0,0
